Station,Entry_Exit,Trip,Month,Year
North Strathfield Station,Exit,60008,6,2025
North Sydney Station,Entry,225815,6,2025
North Sydney Station,Exit,241149,6,2025
Oatley Station,Entry,40528,6,2025
Oatley Station,Exit,37673,6,2025
Olympic Park Station,Entry,81566,6,2025
Olympic Park Station,Exit,84456,6,2025
Padstow Station,Entry,56739,6,2025
Padstow Station,Exit,52575,6,2025
Panania Station,Entry,36374,6,2025
Panania Station,Exit,33938,6,2025
Parramatta Station,Entry,914783,6,2025
Parramatta Station,Exit,927311,6,2025
Pendle Hill Station,Entry,70331,6,2025
Pendle Hill Station,Exit,65281,6,2025
Pennant Hills Station,Entry,40473,6,2025
Pennant Hills Station,Exit,38801,6,2025
Penrith Station,Entry,158231,6,2025
Penrith Station,Exit,161963,6,2025
Penshurst Station,Entry,64171,6,2025
Penshurst Station,Exit,54772,6,2025
Petersham Station,Entry,77731,6,2025
Petersham Station,Exit,75065,6,2025
Pymble Station,Entry,50709,6,2025
Pymble Station,Exit,46391,6,2025
Quakers Hill Station,Entry,54862,6,2025
Quakers Hill Station,Exit,48793,6,2025
Redfern Station,Entry,518470,6,2025
Redfern Station,Exit,556006,6,2025
Regents Park Station,Entry,33896,6,2025
Regents Park Station,Exit,30017,6,2025
Revesby Station,Entry,123198,6,2025
Revesby Station,Exit,121291,6,2025
Rhodes Station,Entry,227985,6,2025
Rhodes Station,Exit,223125,6,2025
Richmond Station,Entry,15700,6,2025
Richmond Station,Exit,13932,6,2025
Riverstone Station,Entry,28068,6,2025
Riverstone Station,Exit,26500,6,2025
Riverwood Station,Entry,75397,6,2025
Riverwood Station,Exit,72153,6,2025
Rockdale Station,Entry,218394,6,2025
Rockdale Station,Exit,212050,6,2025
Rooty Hill Station,Entry,77788,6,2025
Rooty Hill Station,Exit,74138,6,2025
Roseville Station,Entry,64508,6,2025
Roseville Station,Exit,62079,6,2025
Schofields Station,Entry,93501,6,2025
Schofields Station,Exit,88777,6,2025
Sefton Station,Entry,19967,6,2025
Sefton Station,Exit,18036,6,2025
Seven Hills Station,Entry,127966,6,2025
Seven Hills Station,Exit,121794,6,2025
St James Station,Entry,164570,6,2025
St James Station,Exit,189807,6,2025
St Leonards Station,Entry,235773,6,2025
St Leonards Station,Exit,237444,6,2025
St Marys Station,Entry,97515,6,2025
St Marys Station,Exit,94160,6,2025
St Peters Station,Entry,56468,6,2025
St Peters Station,Exit,50038,6,2025
Stanmore Station,Entry,67192,6,2025
Stanmore Station,Exit,61327,6,2025
Strathfield Station,Entry,576411,6,2025
Strathfield Station,Exit,559369,6,2025
Summer Hill Station,Entry,76039,6,2025
Summer Hill Station,Exit,71381,6,2025
Sutherland Station,Entry,149194,6,2025
Sutherland Station,Exit,146113,6,2025
Sydenham Station,Entry,487923,6,2025
Sydenham Station,Exit,474589,6,2025
Tempe Station,Entry,29978,6,2025
Tempe Station,Exit,29027,6,2025
Thornleigh Station,Entry,38220,6,2025
Thornleigh Station,Exit,36601,6,2025
Toongabbie Station,Entry,63403,6,2025
Toongabbie Station,Exit,60331,6,2025
Town Hall Station,Entry,1783024,6,2025
Town Hall Station,Exit,1708548,6,2025
Turramurra Station,Entry,82645,6,2025
Turramurra Station,Exit,78274,6,2025
Turrella Station,Entry,23366,6,2025
Turrella Station,Exit,21482,6,2025
Villawood Station,Entry,11445,6,2025
Villawood Station,Exit,10946,6,2025
Vineyard Station,Entry,3623,6,2025
Vineyard Station,Exit,3264,6,2025
Wahroonga Station,Entry,43005,6,2025
Wahroonga Station,Exit,40763,6,2025
Waitara Station,Entry,68587,6,2025
Waitara Station,Exit,63413,6,2025
Warrawee Station,Entry,21039,6,2025
Warrawee Station,Exit,19029,6,2025
Warwick Farm Station,Entry,53292,6,2025
Warwick Farm Station,Exit,48285,6,2025
Waterfall Station,Entry,8441,6,2025
Waterfall Station,Exit,8495,6,2025
Waverton Station,Entry,44433,6,2025
Waverton Station,Exit,39939,6,2025
Wentworthville Station,Entry,85159,6,2025
Wentworthville Station,Exit,81181,6,2025
Werrington Station,Entry,27981,6,2025
Werrington Station,Exit,24927,6,2025
West Ryde Station,Entry,106520,6,2025
West Ryde Station,Exit,107432,6,2025
Westmead Station,Entry,147331,6,2025
Westmead Station,Exit,136762,6,2025
Windsor Station,Entry,14524,6,2025
Windsor Station,Exit,14268,6,2025
Wolli Creek Station,Entry,211027,6,2025
Wolli Creek Station,Exit,212655,6,2025
Wollstonecraft Station,Entry,45760,6,2025
Wollstonecraft Station,Exit,42396,6,2025
Woolooware Station,Entry,23496,6,2025
Woolooware Station,Exit,22574,6,2025
Wynyard Station,Entry,1115867,6,2025
Wynyard Station,Exit,1188021,6,2025
Yagoona Station,Entry,854,6,2025
Yagoona Station,Exit,737,6,2025
Yennora Station,Entry,23187,6,2025
Yennora Station,Exit,23658,6,2025
Allawah Station,Entry,58917,7,2025
Allawah Station,Exit,52867,7,2025
Arncliffe Station,Entry,57570,7,2025
Arncliffe Station,Exit,52366,7,2025
Artarmon Station,Entry,93827,7,2025
Artarmon Station,Exit,90089,7,2025
Ashfield Station,Entry,248178,7,2025
Ashfield Station,Exit,245551,7,2025
Asquith Station,Entry,28312,7,2025
Asquith Station,Exit,25825,7,2025
Auburn Station,Entry,351312,7,2025
Auburn Station,Exit,333797,7,2025
Banksia Station,Entry,33060,7,2025
Banksia Station,Exit,30316,7,2025
Bankstown Station,Entry,90563,7,2025
Bankstown Station,Exit,93770,7,2025
Bardwell Park Station,Entry,21799,7,2025
Bardwell Park Station,Exit,19785,7,2025
Beecroft Station,Entry,27971,7,2025
Beecroft Station,Exit,27281,7,2025
Belmore Station,Entry,25,7,2025
Belmore Station,Exit,25,7,2025
Berala Station,Entry,46705,7,2025
Berala Station,Exit,43576,7,2025
Berowra Station,Entry,25754,7,2025
Berowra Station,Exit,24047,7,2025
Beverly Hills Station,Entry,43921,7,2025
Beverly Hills Station,Exit,39508,7,2025
Bexley North Station,Entry,28610,7,2025
Bexley North Station,Exit,26084,7,2025
Birrong Station,Entry,8992,7,2025
Birrong Station,Exit,9240,7,2025
Blacktown Station,Entry,338414,7,2025
Blacktown Station,Exit,350860,7,2025
Bondi Junction Station,Entry,510556,7,2025
Bondi Junction Station,Exit,507173,7,2025
Burwood Station,Entry,485283,7,2025
Burwood Station,Exit,496751,7,2025
Cabramatta Station,Entry,181641,7,2025
Cabramatta Station,Exit,178425,7,2025
Campbelltown Station,Entry,130047,7,2025
Campbelltown Station,Exit,129211,7,2025
Campsie Station,Entry,25,7,2025
Campsie Station,Exit,25,7,2025
Canley Vale Station,Entry,55134,7,2025
Canley Vale Station,Exit,50341,7,2025
Canterbury Station,Entry,25,7,2025
Canterbury Station,Exit,25,7,2025
Caringbah Station,Entry,55257,7,2025
Caringbah Station,Exit,52447,7,2025
Carlton Station,Entry,62898,7,2025
Carlton Station,Exit,58029,7,2025
Carramar Station,Entry,13858,7,2025
Carramar Station,Exit,11868,7,2025
Casula Station,Entry,8799,7,2025
Casula Station,Exit,7725,7,2025
Central Station,Entry,1994180,7,2025
Central Station,Exit,2071142,7,2025
Chatswood Station,Entry,812957,7,2025
Chatswood Station,Exit,838868,7,2025
Cheltenham Station,Entry,18110,7,2025
Cheltenham Station,Exit,15851,7,2025
Chester Hill Station,Entry,25532,7,2025
Chester Hill Station,Exit,24022,7,2025
Circular Quay Station,Entry,479461,7,2025
Circular Quay Station,Exit,479612,7,2025
Clarendon Station,Entry,4059,7,2025
Clarendon Station,Exit,4072,7,2025
Clyde Station,Entry,22600,7,2025
Clyde Station,Exit,21311,7,2025
Como Station,Entry,14076,7,2025
Como Station,Exit,12094,7,2025
Concord West Station,Entry,41996,7,2025
Concord West Station,Exit,40545,7,2025
Cronulla Station,Entry,58411,7,2025
Cronulla Station,Exit,56549,7,2025
Croydon Station,Entry,48298,7,2025
Croydon Station,Exit,43750,7,2025
Denistone Station,Entry,11595,7,2025
Denistone Station,Exit,10498,7,2025
Doonside Station,Entry,61767,7,2025
Doonside Station,Exit,55883,7,2025
Dulwich Hill Station,Entry,25,7,2025
Dulwich Hill Station,Exit,25,7,2025
East Hills Station,Entry,17903,7,2025
East Hills Station,Exit,16242,7,2025
East Richmond Station,Entry,4161,7,2025
East Richmond Station,Exit,5018,7,2025
Eastwood Station,Entry,164550,7,2025
Eastwood Station,Exit,166663,7,2025
Edgecliff Station,Entry,173464,7,2025
Edgecliff Station,Exit,168310,7,2025
Edmondson Park Station,Entry,94035,7,2025
Edmondson Park Station,Exit,89868,7,2025
Emu Plains Station,Entry,23683,7,2025
Emu Plains Station,Exit,22219,7,2025
Engadine Station,Entry,25559,7,2025
Engadine Station,Exit,24447,7,2025
Epping Station,Entry,358300,7,2025
Epping Station,Exit,349499,7,2025
Erskineville Station,Entry,52158,7,2025
Erskineville Station,Exit,47554,7,2025
Fairfield Station,Entry,128138,7,2025
Fairfield Station,Exit,123682,7,2025
Flemington Station,Entry,123925,7,2025
Flemington Station,Exit,116530,7,2025
Glenfield Station,Entry,126093,7,2025
Glenfield Station,Exit,118972,7,2025
Gordon Station,Entry,140779,7,2025
Gordon Station,Exit,139244,7,2025
Granville Station,Entry,160238,7,2025
Granville Station,Exit,150463,7,2025
Green Square Station,Entry,205952,7,2025
Green Square Station,Exit,199601,7,2025
Guildford Station,Entry,65680,7,2025
Guildford Station,Exit,58735,7,2025
Gymea Station,Entry,41873,7,2025
Gymea Station,Exit,38632,7,2025
Harris Park Station,Entry,63993,7,2025
Harris Park Station,Exit,64426,7,2025
Heathcote Station,Entry,11109,7,2025
Heathcote Station,Exit,10836,7,2025
Helensburgh Station,Entry,6552,7,2025
Helensburgh Station,Exit,5998,7,2025
Holsworthy Station,Entry,62568,7,2025
Holsworthy Station,Exit,59554,7,2025
Homebush Station,Entry,92483,7,2025
Homebush Station,Exit,86470,7,2025
Hornsby Station,Entry,268064,7,2025
Hornsby Station,Exit,269678,7,2025
Hurstville Station,Entry,454722,7,2025
Hurstville Station,Exit,458697,7,2025
Ingleburn Station,Entry,67917,7,2025
Ingleburn Station,Exit,67183,7,2025
Jannali Station,Entry,51035,7,2025
Jannali Station,Exit,48989,7,2025
Killara Station,Entry,43873,7,2025
Killara Station,Exit,42121,7,2025
Kings Cross Station,Entry,309068,7,2025
Kings Cross Station,Exit,322459,7,2025
Kingsgrove Station,Entry,47904,7,2025
Kingsgrove Station,Exit,46068,7,2025
Kingswood Station,Entry,47845,7,2025
Kingswood Station,Exit,44610,7,2025
Kirrawee Station,Entry,39422,7,2025
Kirrawee Station,Exit,38270,7,2025
Kogarah Station,Entry,240068,7,2025
Kogarah Station,Exit,229462,7,2025
Lakemba Station,Entry,25,7,2025
Lakemba Station,Exit,25,7,2025
Leightonfield Station,Entry,6037,7,2025
Leightonfield Station,Exit,5878,7,2025
Leppington Station,Entry,94134,7,2025
Leppington Station,Exit,89916,7,2025
Leumeah Station,Entry,54612,7,2025
Leumeah Station,Exit,51324,7,2025
Lewisham Station,Entry,55989,7,2025
Lewisham Station,Exit,52243,7,2025
Lidcombe Station,Entry,315893,7,2025
Lidcombe Station,Exit,307944,7,2025
Lindfield Station,Entry,84215,7,2025
Lindfield Station,Exit,82511,7,2025
Liverpool Station,Entry,196356,7,2025
Liverpool Station,Exit,193161,7,2025
Loftus Station,Entry,8451,7,2025
Loftus Station,Exit,7630,7,2025
Macarthur Station,Entry,66654,7,2025
Macarthur Station,Exit,65448,7,2025
Macdonaldtown Station,Entry,24515,7,2025
Macdonaldtown Station,Exit,23530,7,2025
Macquarie Fields Station,Entry,20574,7,2025
Macquarie Fields Station,Exit,19619,7,2025
Marayong Station,Entry,23554,7,2025
Marayong Station,Exit,21384,7,2025
Marrickville Station,Entry,25,7,2025
Marrickville Station,Exit,25,7,2025
Martin Place Station,Entry,873207,7,2025
Martin Place Station,Exit,966867,7,2025
Mascot Station,Entry,349622,7,2025
Mascot Station,Exit,350203,7,2025
Meadowbank Station,Entry,111085,7,2025
Meadowbank Station,Exit,100959,7,2025
Merrylands Station,Entry,148825,7,2025
Merrylands Station,Exit,143900,7,2025
Milsons Point Station,Entry,158169,7,2025
Milsons Point Station,Exit,169666,7,2025
Minto Station,Entry,64841,7,2025
Minto Station,Exit,61790,7,2025
Miranda Station,Entry,80359,7,2025
Miranda Station,Exit,83369,7,2025
Mortdale Station,Entry,75425,7,2025
Mortdale Station,Exit,68208,7,2025
Mount Colah Station,Entry,12965,7,2025
Mount Colah Station,Exit,12060,7,2025
Mount Druitt Station,Entry,135738,7,2025
Mount Druitt Station,Exit,134502,7,2025
Mount Kuring-gai Station,Entry,4984,7,2025
Mount Kuring-gai Station,Exit,4909,7,2025
Mulgrave Station,Entry,5571,7,2025
Mulgrave Station,Exit,5501,7,2025
Museum Station,Entry,195696,7,2025
Museum Station,Exit,225755,7,2025
Narwee Station,Entry,40188,7,2025
Narwee Station,Exit,36241,7,2025
Newtown Station,Entry,222743,7,2025
Newtown Station,Exit,256699,7,2025
Normanhurst Station,Entry,24458,7,2025
Normanhurst Station,Exit,20395,7,2025
North Strathfield Station,Entry,58868,7,2025
North Strathfield Station,Exit,58000,7,2025
North Sydney Station,Entry,227518,7,2025
North Sydney Station,Exit,241750,7,2025
Oatley Station,Entry,40269,7,2025
Oatley Station,Exit,38259,7,2025
Olympic Park Station,Entry,73295,7,2025
Olympic Park Station,Exit,82153,7,2025
Padstow Station,Entry,54095,7,2025
Padstow Station,Exit,51177,7,2025
Panania Station,Entry,34516,7,2025
Panania Station,Exit,31568,7,2025
Parramatta Station,Entry,964268,7,2025
Parramatta Station,Exit,971167,7,2025
Pendle Hill Station,Entry,71064,7,2025
Pendle Hill Station,Exit,66015,7,2025
Pennant Hills Station,Entry,38518,7,2025
Pennant Hills Station,Exit,37183,7,2025
Penrith Station,Entry,159108,7,2025
Penrith Station,Exit,162122,7,2025
Penshurst Station,Entry,66137,7,2025
Penshurst Station,Exit,57022,7,2025
Petersham Station,Entry,71725,7,2025
Petersham Station,Exit,69190,7,2025
Punchbowl Station,Entry,25,7,2025
Punchbowl Station,Exit,25,7,2025
Pymble Station,Entry,45127,7,2025
Pymble Station,Exit,41974,7,2025
Quakers Hill Station,Entry,54036,7,2025
Quakers Hill Station,Exit,48625,7,2025
Redfern Station,Entry,468311,7,2025
Redfern Station,Exit,502042,7,2025
Regents Park Station,Entry,32543,7,2025
Regents Park Station,Exit,30254,7,2025
Revesby Station,Entry,120169,7,2025
Revesby Station,Exit,117026,7,2025
Rhodes Station,Entry,222963,7,2025
Rhodes Station,Exit,219302,7,2025
Richmond Station,Entry,16585,7,2025
Richmond Station,Exit,14833,7,2025
Riverstone Station,Entry,26799,7,2025
Riverstone Station,Exit,25319,7,2025
Riverwood Station,Entry,72659,7,2025
Riverwood Station,Exit,68348,7,2025
Rockdale Station,Entry,224779,7,2025
Rockdale Station,Exit,216235,7,2025
Rooty Hill Station,Entry,82309,7,2025
Rooty Hill Station,Exit,77813,7,2025
Roseville Station,Entry,58857,7,2025
Roseville Station,Exit,57340,7,2025
Schofields Station,Entry,92216,7,2025
Schofields Station,Exit,88680,7,2025
Sefton Station,Entry,19174,7,2025
Sefton Station,Exit,17363,7,2025
Seven Hills Station,Entry,129986,7,2025
Seven Hills Station,Exit,124071,7,2025
St James Station,Entry,153633,7,2025
St James Station,Exit,172280,7,2025
St Leonards Station,Entry,230293,7,2025
St Leonards Station,Exit,230154,7,2025
St Marys Station,Entry,101385,7,2025
St Marys Station,Exit,99524,7,2025
St Peters Station,Entry,59902,7,2025
St Peters Station,Exit,53180,7,2025
Stanmore Station,Entry,61838,7,2025
Stanmore Station,Exit,56454,7,2025
Strathfield Station,Entry,570989,7,2025
Strathfield Station,Exit,550555,7,2025
Summer Hill Station,Entry,73143,7,2025
Summer Hill Station,Exit,67883,7,2025
Sutherland Station,Entry,153885,7,2025
Sutherland Station,Exit,155797,7,2025
Sydenham Station,Entry,495662,7,2025
Sydenham Station,Exit,481705,7,2025
Tempe Station,Entry,29489,7,2025
Tempe Station,Exit,28708,7,2025
Thornleigh Station,Entry,37089,7,2025
Thornleigh Station,Exit,35339,7,2025
Toongabbie Station,Entry,63477,7,2025
Toongabbie Station,Exit,60707,7,2025
Town Hall Station,Entry,1752127,7,2025
Town Hall Station,Exit,1657792,7,2025
Turramurra Station,Entry,77653,7,2025
Turramurra Station,Exit,73960,7,2025
Turrella Station,Entry,22319,7,2025
Turrella Station,Exit,20834,7,2025
Villawood Station,Entry,11715,7,2025
Villawood Station,Exit,11436,7,2025
Vineyard Station,Entry,3765,7,2025
Vineyard Station,Exit,3450,7,2025
Wahroonga Station,Entry,37316,7,2025
Wahroonga Station,Exit,36047,7,2025
Waitara Station,Entry,63300,7,2025
Waitara Station,Exit,59136,7,2025
Warrawee Station,Entry,18249,7,2025
Warrawee Station,Exit,17396,7,2025
Warwick Farm Station,Entry,53199,7,2025
Warwick Farm Station,Exit,47962,7,2025
Waterfall Station,Entry,9195,7,2025
Waterfall Station,Exit,9248,7,2025
Waverton Station,Entry,43098,7,2025
Waverton Station,Exit,38311,7,2025
Wentworthville Station,Entry,87364,7,2025
Wentworthville Station,Exit,84018,7,2025
Werrington Station,Entry,28344,7,2025
Werrington Station,Exit,25240,7,2025
West Ryde Station,Entry,103280,7,2025
West Ryde Station,Exit,103692,7,2025
Westmead Station,Entry,147549,7,2025
Westmead Station,Exit,136937,7,2025
Wiley Park Station,Entry,25,7,2025
Wiley Park Station,Exit,25,7,2025
Windsor Station,Entry,15753,7,2025
Windsor Station,Exit,15187,7,2025
Wolli Creek Station,Entry,199697,7,2025
Wolli Creek Station,Exit,199754,7,2025
Wollstonecraft Station,Entry,44139,7,2025
Wollstonecraft Station,Exit,40454,7,2025
Woolooware Station,Entry,25435,7,2025
Woolooware Station,Exit,24456,7,2025
Wynyard Station,Entry,1082408,7,2025
Wynyard Station,Exit,1144223,7,2025
Yagoona Station,Entry,19854,7,2025
Yagoona Station,Exit,18726,7,2025
Yennora Station,Entry,23818,7,2025
Yennora Station,Exit,24254,7,2025
Allawah Station,Entry,59301,8,2025
Allawah Station,Exit,53393,8,2025
Arncliffe Station,Entry,52918,8,2025
Arncliffe Station,Exit,48156,8,2025
Artarmon Station,Entry,98682,8,2025
Artarmon Station,Exit,94248,8,2025
Ashfield Station,Entry,257215,8,2025
Ashfield Station,Exit,257009,8,2025
Asquith Station,Entry,28999,8,2025
Asquith Station,Exit,26068,8,2025
Auburn Station,Entry,363911,8,2025
Auburn Station,Exit,346105,8,2025
Banksia Station,Entry,32431,8,2025
Banksia Station,Exit,30013,8,2025
Bankstown Station,Entry,88493,8,2025
Bankstown Station,Exit,90921,8,2025
Bardwell Park Station,Entry,22545,8,2025
Bardwell Park Station,Exit,20531,8,2025
Beecroft Station,Entry,30588,8,2025
Beecroft Station,Exit,29158,8,2025
Berala Station,Entry,46660,8,2025
Berala Station,Exit,42358,8,2025
Berowra Station,Entry,25136,8,2025
Berowra Station,Exit,23305,8,2025
Beverly Hills Station,Entry,45999,8,2025
Beverly Hills Station,Exit,41377,8,2025
Bexley North Station,Entry,29599,8,2025
Bexley North Station,Exit,26982,8,2025
Birrong Station,Entry,9100,8,2025
Birrong Station,Exit,8728,8,2025
Blacktown Station,Entry,348304,8,2025
Blacktown Station,Exit,360474,8,2025
Bondi Junction Station,Entry,500520,8,2025
Bondi Junction Station,Exit,498472,8,2025
Burwood Station,Entry,504427,8,2025
Burwood Station,Exit,519125,8,2025
Cabramatta Station,Entry,178969,8,2025
Cabramatta Station,Exit,176406,8,2025
Campbelltown Station,Entry,132244,8,2025
Campbelltown Station,Exit,132865,8,2025
Canley Vale Station,Entry,52990,8,2025
Canley Vale Station,Exit,48782,8,2025
Caringbah Station,Entry,56045,8,2025
Caringbah Station,Exit,51977,8,2025
Carlton Station,Entry,63053,8,2025
Carlton Station,Exit,58481,8,2025
Carramar Station,Entry,13710,8,2025
Carramar Station,Exit,11730,8,2025
Casula Station,Entry,8883,8,2025
Casula Station,Exit,7815,8,2025
Central Station,Entry,2169682,8,2025
Central Station,Exit,2234345,8,2025
Chatswood Station,Entry,843666,8,2025
Chatswood Station,Exit,871940,8,2025
Cheltenham Station,Entry,22107,8,2025
Cheltenham Station,Exit,18876,8,2025
Chester Hill Station,Entry,25631,8,2025
Chester Hill Station,Exit,23936,8,2025
Circular Quay Station,Entry,526230,8,2025
Circular Quay Station,Exit,517651,8,2025
Clarendon Station,Entry,1921,8,2025
Clarendon Station,Exit,1925,8,2025
Clyde Station,Entry,22861,8,2025
Clyde Station,Exit,21613,8,2025
Como Station,Entry,13673,8,2025
Como Station,Exit,11936,8,2025
Concord West Station,Entry,44231,8,2025
Concord West Station,Exit,41360,8,2025
Cronulla Station,Entry,50733,8,2025
Cronulla Station,Exit,50084,8,2025
Croydon Station,Entry,52151,8,2025
Croydon Station,Exit,46404,8,2025
Denistone Station,Entry,12088,8,2025
Denistone Station,Exit,10730,8,2025
Doonside Station,Entry,65310,8,2025
Doonside Station,Exit,58416,8,2025
East Hills Station,Entry,18373,8,2025
East Hills Station,Exit,16572,8,2025
East Richmond Station,Entry,4714,8,2025
East Richmond Station,Exit,6444,8,2025
Eastwood Station,Entry,162831,8,2025
Eastwood Station,Exit,165442,8,2025
Edgecliff Station,Entry,181282,8,2025
Edgecliff Station,Exit,173601,8,2025
Edmondson Park Station,Entry,100324,8,2025
Edmondson Park Station,Exit,95744,8,2025
Emu Plains Station,Entry,24375,8,2025
Emu Plains Station,Exit,22714,8,2025
Engadine Station,Entry,25343,8,2025
Engadine Station,Exit,23866,8,2025
Epping Station,Entry,388205,8,2025
Epping Station,Exit,377726,8,2025
Erskineville Station,Entry,50281,8,2025
Erskineville Station,Exit,45200,8,2025
Fairfield Station,Entry,127646,8,2025
Fairfield Station,Exit,122339,8,2025
Flemington Station,Entry,119800,8,2025
Flemington Station,Exit,114044,8,2025
Glenfield Station,Entry,127633,8,2025
Glenfield Station,Exit,121759,8,2025
Gordon Station,Entry,151757,8,2025
Gordon Station,Exit,148163,8,2025
Granville Station,Entry,162422,8,2025
Granville Station,Exit,152441,8,2025
Green Square Station,Entry,211277,8,2025
Green Square Station,Exit,206287,8,2025
Guildford Station,Entry,64734,8,2025
Guildford Station,Exit,57530,8,2025
Gymea Station,Entry,40789,8,2025
Gymea Station,Exit,37768,8,2025
Harris Park Station,Entry,65098,8,2025
Harris Park Station,Exit,65280,8,2025
Heathcote Station,Entry,10492,8,2025
Heathcote Station,Exit,10352,8,2025
Helensburgh Station,Entry,8577,8,2025
Helensburgh Station,Exit,7919,8,2025
Holsworthy Station,Entry,63932,8,2025
Holsworthy Station,Exit,60475,8,2025
Homebush Station,Entry,90906,8,2025
Homebush Station,Exit,85050,8,2025
Hornsby Station,Entry,286411,8,2025
Hornsby Station,Exit,289684,8,2025
Hurstville Station,Entry,450515,8,2025
Hurstville Station,Exit,459743,8,2025
Ingleburn Station,Entry,67034,8,2025
Ingleburn Station,Exit,65586,8,2025
Jannali Station,Entry,51273,8,2025
Jannali Station,Exit,48893,8,2025
Killara Station,Entry,47609,8,2025
Killara Station,Exit,45173,8,2025
Kings Cross Station,Entry,311934,8,2025
Kings Cross Station,Exit,322435,8,2025
Kingsgrove Station,Entry,49040,8,2025
Kingsgrove Station,Exit,46699,8,2025
Kingswood Station,Entry,49708,8,2025
Kingswood Station,Exit,46934,8,2025
Kirrawee Station,Entry,37979,8,2025
Kirrawee Station,Exit,36403,8,2025
Kogarah Station,Entry,235780,8,2025
Kogarah Station,Exit,225920,8,2025
Leightonfield Station,Entry,5553,8,2025
Leightonfield Station,Exit,5435,8,2025
Leppington Station,Entry,99792,8,2025
Leppington Station,Exit,95389,8,2025
Leumeah Station,Entry,54952,8,2025
Leumeah Station,Exit,51306,8,2025
Lewisham Station,Entry,58613,8,2025
Lewisham Station,Exit,55370,8,2025
Lidcombe Station,Entry,327409,8,2025
Lidcombe Station,Exit,332538,8,2025
Lindfield Station,Entry,89540,8,2025
Lindfield Station,Exit,86933,8,2025
Liverpool Station,Entry,199871,8,2025
Liverpool Station,Exit,197362,8,2025
Loftus Station,Entry,8806,8,2025
Loftus Station,Exit,8000,8,2025
Macarthur Station,Entry,70961,8,2025
Macarthur Station,Exit,67808,8,2025
Macdonaldtown Station,Entry,27972,8,2025
Macdonaldtown Station,Exit,27812,8,2025
Macquarie Fields Station,Entry,21149,8,2025
Macquarie Fields Station,Exit,19627,8,2025
Marayong Station,Entry,23917,8,2025
Marayong Station,Exit,21809,8,2025
Martin Place Station,Entry,844773,8,2025
Martin Place Station,Exit,930774,8,2025
Mascot Station,Entry,375096,8,2025
Mascot Station,Exit,374862,8,2025
Meadowbank Station,Entry,117955,8,2025
Meadowbank Station,Exit,107069,8,2025
Merrylands Station,Entry,146991,8,2025
Merrylands Station,Exit,142402,8,2025
Milsons Point Station,Entry,158217,8,2025
Milsons Point Station,Exit,164734,8,2025
Minto Station,Entry,66191,8,2025
Minto Station,Exit,62571,8,2025
Miranda Station,Entry,74827,8,2025
Miranda Station,Exit,76805,8,2025
Mortdale Station,Entry,72792,8,2025
Mortdale Station,Exit,65649,8,2025
Mount Colah Station,Entry,13332,8,2025
Mount Colah Station,Exit,12222,8,2025
Mount Druitt Station,Entry,138852,8,2025
Mount Druitt Station,Exit,137709,8,2025
Mount Kuring-gai Station,Entry,4599,8,2025
Mount Kuring-gai Station,Exit,4569,8,2025
Mulgrave Station,Entry,5475,8,2025
Mulgrave Station,Exit,5219,8,2025
Museum Station,Entry,215500,8,2025
Museum Station,Exit,246704,8,2025
Narwee Station,Entry,40714,8,2025
Narwee Station,Exit,36461,8,2025
Newtown Station,Entry,241484,8,2025
Newtown Station,Exit,273987,8,2025
Normanhurst Station,Entry,27493,8,2025
Normanhurst Station,Exit,22154,8,2025
North Strathfield Station,Entry,60311,8,2025
North Strathfield Station,Exit,59132,8,2025
North Sydney Station,Entry,265190,8,2025
North Sydney Station,Exit,272644,8,2025
Oatley Station,Entry,41411,8,2025
Oatley Station,Exit,38724,8,2025
Olympic Park Station,Entry,78693,8,2025
Olympic Park Station,Exit,88266,8,2025
Padstow Station,Entry,55779,8,2025
Padstow Station,Exit,50976,8,2025
Panania Station,Entry,35757,8,2025
Panania Station,Exit,32659,8,2025
Parramatta Station,Entry,991548,8,2025
Parramatta Station,Exit,1003172,8,2025
Pendle Hill Station,Entry,72848,8,2025
Pendle Hill Station,Exit,68158,8,2025
Pennant Hills Station,Entry,52472,8,2025
Pennant Hills Station,Exit,51391,8,2025
Penrith Station,Entry,163419,8,2025
Penrith Station,Exit,168347,8,2025
Penshurst Station,Entry,64821,8,2025
Penshurst Station,Exit,54272,8,2025
Petersham Station,Entry,79386,8,2025
Petersham Station,Exit,76522,8,2025
Pymble Station,Entry,50636,8,2025
Pymble Station,Exit,46650,8,2025
Quakers Hill Station,Entry,58224,8,2025
Quakers Hill Station,Exit,52348,8,2025
Redfern Station,Entry,621545,8,2025
Redfern Station,Exit,666227,8,2025
Regents Park Station,Entry,32902,8,2025
Regents Park Station,Exit,30449,8,2025
Revesby Station,Entry,124415,8,2025
Revesby Station,Exit,122804,8,2025
Rhodes Station,Entry,226785,8,2025
Rhodes Station,Exit,221544,8,2025
Richmond Station,Entry,17346,8,2025
Richmond Station,Exit,14639,8,2025
Riverstone Station,Entry,28151,8,2025
Riverstone Station,Exit,26597,8,2025
Riverwood Station,Entry,74123,8,2025
Riverwood Station,Exit,69560,8,2025
Rockdale Station,Entry,219362,8,2025
Rockdale Station,Exit,213089,8,2025
Rooty Hill Station,Entry,84365,8,2025
Rooty Hill Station,Exit,80285,8,2025
Roseville Station,Entry,66101,8,2025
Roseville Station,Exit,62611,8,2025
Schofields Station,Entry,95438,8,2025
Schofields Station,Exit,90661,8,2025
