station,date,trips
Sutherland Station,2022-09-01,232840
Sutherland Station,2022-10-01,248490
Sutherland Station,2022-11-01,203280
Sutherland Station,2022-12-01,243350
Sutherland Station,2023-01-01,219690
Sutherland Station,2023-02-01,278650
Sutherland Station,2023-03-01,306630
Sutherland Station,2023-04-01,255610
Sutherland Station,2023-05-01,277620
Sutherland Station,2023-06-01,276180
Sutherland Station,2023-07-01,256980
Sutherland Station,2023-08-01,296740
Sutherland Station,2023-09-01,279080
Sutherland Station,2023-10-01,271160
Sutherland Station,2023-11-01,300190
Sutherland Station,2023-12-01,259400
Sutherland Station,2024-01-01,252890
Sutherland Station,2024-02-01,290210
Sutherland Station,2024-03-01,362640
Sutherland Station,2024-04-01,309450
Sutherland Station,2024-05-01,320360
Sutherland Station,2024-06-01,285370
Sutherland Station,2024-10-01,320061
Sutherland Station,2024-11-01,301682
Sutherland Station,2024-12-01,272478
Sutherland Station,2025-01-01,242193
Sutherland Station,2025-02-01,284491
Sutherland Station,2025-03-01,317229
Sutherland Station,2025-04-01,292054
Sutherland Station,2025-05-01,298238
Sutherland Station,2025-06-01,295307
Sutherland Station,2025-07-01,309682
Sutherland Station,2025-08-01,269401
Sutherland Station,2025-09-01,267927
Sydenham Station,2016-07-01,325740
Sydenham Station,2016-08-01,321090
Sydenham Station,2016-09-01,313420
Sydenham Station,2016-10-01,307360
Sydenham Station,2016-11-01,340720
Sydenham Station,2016-12-01,326260
Sydenham Station,2017-01-01,308010
Sydenham Station,2017-02-01,304680
Sydenham Station,2017-03-01,349850
Sydenham Station,2017-04-01,289550
Sydenham Station,2017-05-01,345260
Sydenham Station,2017-06-01,317930
Sydenham Station,2017-07-01,342620
Sydenham Station,2017-08-01,343760
Sydenham Station,2017-09-01,318680
Sydenham Station,2017-10-01,335170
Sydenham Station,2017-11-01,336020
Sydenham Station,2017-12-01,317190
Sydenham Station,2018-01-01,291990
Sydenham Station,2018-02-01,341610
Sydenham Station,2018-03-01,335310
Sydenham Station,2018-04-01,324990
Sydenham Station,2018-05-01,369720
Sydenham Station,2018-06-01,335040
Sydenham Station,2018-07-01,345240
Sydenham Station,2018-08-01,368550
Sydenham Station,2018-09-01,350210
Sydenham Station,2018-10-01,336220
Sydenham Station,2018-11-01,395140
Sydenham Station,2018-12-01,312370
Sydenham Station,2019-01-01,318550
Sydenham Station,2019-02-01,320150
Sydenham Station,2019-03-01,352550
Sydenham Station,2019-04-01,316280
Sydenham Station,2019-05-01,374260
Sydenham Station,2019-06-01,349450
Sydenham Station,2019-07-01,359000
Sydenham Station,2019-08-01,368650
Sydenham Station,2019-09-01,359820
Sydenham Station,2019-10-01,358440
Sydenham Station,2019-11-01,365220
Sydenham Station,2019-12-01,361230
Sydenham Station,2020-01-01,350310
Sydenham Station,2020-02-01,326640
Sydenham Station,2020-03-01,257800
Sydenham Station,2020-04-01,92450
Sydenham Station,2020-05-01,151870
Sydenham Station,2020-06-01,173740
Sydenham Station,2020-07-01,201940
Sydenham Station,2020-08-01,201240
Sydenham Station,2020-09-01,204770
Sydenham Station,2020-10-01,212340
Sydenham Station,2020-11-01,209290
Sydenham Station,2020-12-01,217100
Sydenham Station,2021-01-01,188330
Sydenham Station,2021-02-01,208050
Sydenham Station,2021-03-01,253810
Sydenham Station,2021-04-01,225100
Sydenham Station,2021-05-01,256740
Sydenham Station,2021-06-01,236000
Sydenham Station,2021-07-01,130510
Sydenham Station,2021-08-01,78440
Sydenham Station,2021-09-01,77690
Sydenham Station,2021-10-01,157900
Sydenham Station,2021-11-01,207610
Sydenham Station,2021-12-01,219820
Sydenham Station,2022-01-01,218910
Sydenham Station,2022-02-01,185860
Sydenham Station,2022-03-01,207690
Sydenham Station,2022-04-01,203670
Sydenham Station,2022-05-01,253040
Sydenham Station,2022-06-01,239250
Sydenham Station,2022-07-01,442030
Sydenham Station,2022-08-01,271440
Sydenham Station,2022-09-01,362100
Sydenham Station,2022-10-01,376400
Sydenham Station,2022-11-01,226770
Sydenham Station,2022-12-01,264940
Sydenham Station,2023-01-01,235450
Sydenham Station,2023-02-01,291380
Sydenham Station,2023-03-01,288320
Sydenham Station,2023-04-01,327320
Sydenham Station,2023-05-01,305550
Sydenham Station,2023-06-01,298180
Sydenham Station,2023-07-01,480510
Sydenham Station,2023-08-01,322310
Sydenham Station,2023-09-01,440540
Sydenham Station,2023-10-01,398950
Sydenham Station,2023-11-01,334220
Sydenham Station,2023-12-01,364440
Sydenham Station,2024-01-01,671160
Sydenham Station,2024-02-01,335670
Sydenham Station,2024-03-01,335140
Sydenham Station,2024-04-01,498990
Sydenham Station,2024-05-01,343740
Sydenham Station,2024-06-01,364060
Sydenham Station,2024-10-01,1006129
Sydenham Station,2024-11-01,963446
Sydenham Station,2024-12-01,916939
Sydenham Station,2025-01-01,904747
Sydenham Station,2025-02-01,946736
Sydenham Station,2025-03-01,997788
Sydenham Station,2025-04-01,930748
Sydenham Station,2025-05-01,1020259
Sydenham Station,2025-06-01,962512
Sydenham Station,2025-07-01,977367
Sydenham Station,2025-08-01,943238
Sydenham Station,2025-09-01,865708
Tempe Station,2016-07-01,62500
Tempe Station,2016-08-01,75380
Tempe Station,2016-09-01,71860
Tempe Station,2016-10-01,67670
Tempe Station,2016-11-01,75390
Tempe Station,2016-12-01,63930
Tempe Station,2017-01-01,56930
Tempe Station,2017-02-01,68860
Tempe Station,2017-03-01,82870
Tempe Station,2017-04-01,65460
Tempe Station,2017-05-01,84370
Tempe Station,2017-06-01,72610
Tempe Station,2017-07-01,72300
Tempe Station,2017-08-01,78930
Tempe Station,2017-09-01,73150
Tempe Station,2017-10-01,75770
Tempe Station,2017-11-01,77110
Tempe Station,2017-12-01,63290
Tempe Station,2018-01-01,61640
Tempe Station,2018-02-01,71900
Tempe Station,2018-03-01,76430
Tempe Station,2018-04-01,70580
Tempe Station,2018-05-01,82810
Tempe Station,2018-06-01,70900
Tempe Station,2018-07-01,73380
Tempe Station,2018-08-01,82940
Tempe Station,2018-09-01,73580
Tempe Station,2018-10-01,77850
Tempe Station,2018-11-01,80180
Tempe Station,2018-12-01,61510
Tempe Station,2019-01-01,63380
Tempe Station,2019-02-01,73460
Tempe Station,2019-03-01,78520
Tempe Station,2019-04-01,67710
Tempe Station,2019-05-01,83550
Tempe Station,2019-06-01,67730
Tempe Station,2019-07-01,75520
Tempe Station,2019-08-01,75080
Tempe Station,2019-09-01,74070
Tempe Station,2019-10-01,75440
Tempe Station,2019-11-01,77420
Tempe Station,2019-12-01,61190
Tempe Station,2020-01-01,64420
Tempe Station,2020-02-01,71490
Tempe Station,2020-03-01,52890
Tempe Station,2020-04-01,13700
Tempe Station,2020-05-01,21760
Tempe Station,2020-06-01,31660
Tempe Station,2020-07-01,37280
Tempe Station,2020-08-01,34550
Tempe Station,2020-09-01,36910
Tempe Station,2020-10-01,39120
Tempe Station,2020-11-01,41890
Tempe Station,2020-12-01,35640
Tempe Station,2021-01-01,31580
Tempe Station,2021-02-01,43140
Tempe Station,2021-03-01,51160
Tempe Station,2021-04-01,46310
Tempe Station,2021-05-01,49410
Tempe Station,2021-06-01,41760
Tempe Station,2021-07-01,13130
Tempe Station,2021-08-01,9780
Tempe Station,2021-09-01,8890
Tempe Station,2021-10-01,20700
Tempe Station,2021-11-01,33820
Tempe Station,2021-12-01,30270
Tempe Station,2022-01-01,20120
Tempe Station,2022-02-01,25740
Tempe Station,2022-03-01,36630
Tempe Station,2022-04-01,32550
Tempe Station,2022-05-01,42210
Tempe Station,2022-06-01,41480
Tempe Station,2022-07-01,38740
Tempe Station,2022-08-01,39930
Tempe Station,2022-09-01,41330
Tempe Station,2022-10-01,46080
Tempe Station,2022-11-01,38420
Tempe Station,2022-12-01,42280
Tempe Station,2023-01-01,38020
Tempe Station,2023-02-01,51150
Tempe Station,2023-03-01,56620
Tempe Station,2023-04-01,44770
Tempe Station,2023-05-01,54820
Tempe Station,2023-06-01,53180
Tempe Station,2023-07-01,53460
Tempe Station,2023-08-01,60390
Tempe Station,2023-09-01,58700
Tempe Station,2023-10-01,59800
Tempe Station,2023-11-01,61530
Tempe Station,2023-12-01,50540
Tempe Station,2024-01-01,60020
Tempe Station,2024-02-01,64110
Tempe Station,2024-03-01,63410
Tempe Station,2024-04-01,63140
Tempe Station,2024-05-01,67630
Tempe Station,2024-06-01,58100
Tempe Station,2024-10-01,67764
Tempe Station,2024-11-01,66106
Tempe Station,2024-12-01,55046
Tempe Station,2025-01-01,47749
Tempe Station,2025-02-01,56203
Tempe Station,2025-03-01,66323
Tempe Station,2025-04-01,55772
Tempe Station,2025-05-01,64011
Tempe Station,2025-06-01,59005
Tempe Station,2025-07-01,58197
Tempe Station,2025-08-01,59896
Tempe Station,2025-09-01,57349
Thornleigh Station,2016-07-01,88260
Thornleigh Station,2016-08-01,102680
Thornleigh Station,2016-09-01,98180
Thornleigh Station,2016-10-01,93060
Thornleigh Station,2016-11-01,100160
Thornleigh Station,2016-12-01,83810
Thornleigh Station,2017-01-01,82670
Thornleigh Station,2017-02-01,91520
Thornleigh Station,2017-03-01,107210
Thornleigh Station,2017-04-01,89010
Thornleigh Station,2017-05-01,114100
Thornleigh Station,2017-06-01,94950
Thornleigh Station,2017-07-01,97800
Thornleigh Station,2017-08-01,107340
Thornleigh Station,2017-09-01,100160
Thornleigh Station,2017-10-01,100420
Thornleigh Station,2017-11-01,104700
Thornleigh Station,2017-12-01,83580
Thornleigh Station,2018-01-01,67590
Thornleigh Station,2018-02-01,93380
Thornleigh Station,2018-03-01,105460
Thornleigh Station,2018-04-01,96100
Thornleigh Station,2018-05-01,112310
Thornleigh Station,2018-06-01,94570
Thornleigh Station,2018-07-01,100200
Thornleigh Station,2018-08-01,108140
Thornleigh Station,2018-09-01,99000
Thornleigh Station,2018-10-01,91630
Thornleigh Station,2018-11-01,95240
Thornleigh Station,2018-12-01,76920
Thornleigh Station,2019-01-01,77420
Thornleigh Station,2019-02-01,89590
Thornleigh Station,2019-03-01,97510
Thornleigh Station,2019-04-01,89110
Thornleigh Station,2019-05-01,104000
Thornleigh Station,2019-06-01,83340
Thornleigh Station,2019-07-01,93040
Thornleigh Station,2019-08-01,98280
Thornleigh Station,2019-09-01,94160
Thornleigh Station,2019-10-01,95250
Thornleigh Station,2019-11-01,94000
Thornleigh Station,2019-12-01,81670
Thornleigh Station,2020-01-01,77930
Thornleigh Station,2020-02-01,84950
Thornleigh Station,2020-03-01,63300
Thornleigh Station,2020-04-01,15080
Thornleigh Station,2020-05-01,23180
Thornleigh Station,2020-06-01,33340
Thornleigh Station,2020-07-01,39930
Thornleigh Station,2020-08-01,39550
Thornleigh Station,2020-09-01,41580
Thornleigh Station,2020-10-01,43060
Thornleigh Station,2020-11-01,45550
Thornleigh Station,2020-12-01,41690
Thornleigh Station,2021-01-01,35770
Thornleigh Station,2021-02-01,48770
Thornleigh Station,2021-03-01,57990
Thornleigh Station,2021-04-01,56770
Thornleigh Station,2021-05-01,59640
Thornleigh Station,2021-06-01,45120
Thornleigh Station,2021-07-01,13630
Thornleigh Station,2021-08-01,11430
Thornleigh Station,2021-09-01,11350
Thornleigh Station,2021-10-01,20290
Thornleigh Station,2021-11-01,36170
Thornleigh Station,2021-12-01,32870
Thornleigh Station,2022-01-01,22460
Thornleigh Station,2022-02-01,29840
Thornleigh Station,2022-03-01,36420
Thornleigh Station,2022-04-01,41620
Thornleigh Station,2022-05-01,49410
Thornleigh Station,2022-06-01,43840
Thornleigh Station,2022-07-01,37920
Thornleigh Station,2022-08-01,45650
Thornleigh Station,2022-09-01,44940
Thornleigh Station,2022-10-01,46690
Thornleigh Station,2022-11-01,41270
Thornleigh Station,2022-12-01,46040
Thornleigh Station,2023-01-01,45090
Thornleigh Station,2023-02-01,56780
Thornleigh Station,2023-03-01,62810
Thornleigh Station,2023-04-01,53720
Thornleigh Station,2023-05-01,66810
Thornleigh Station,2023-06-01,59670
Thornleigh Station,2023-07-01,63090
Thornleigh Station,2023-08-01,70550
Thornleigh Station,2023-09-01,67590
Thornleigh Station,2023-10-01,67390
Thornleigh Station,2023-11-01,68690
Thornleigh Station,2023-12-01,59130
Thornleigh Station,2024-01-01,55520
Thornleigh Station,2024-02-01,69400
Thornleigh Station,2024-03-01,71240
Thornleigh Station,2024-04-01,65250
Thornleigh Station,2024-05-01,73060
Thornleigh Station,2024-06-01,61880
Thornleigh Station,2024-10-01,76768
Thornleigh Station,2024-11-01,70590
Thornleigh Station,2024-12-01,64418
Thornleigh Station,2025-01-01,57250
Thornleigh Station,2025-02-01,66629
Thornleigh Station,2025-03-01,81112
Thornleigh Station,2025-04-01,72902
Thornleigh Station,2025-05-01,72432
Thornleigh Station,2025-06-01,74821
Thornleigh Station,2025-07-01,72428
Thornleigh Station,2025-08-01,73212
Thornleigh Station,2025-09-01,73116
Toongabbie Station,2016-07-01,99890
Toongabbie Station,2016-08-01,123440
Toongabbie Station,2016-09-01,118330
Toongabbie Station,2016-10-01,112390
Toongabbie Station,2016-11-01,112900
Toongabbie Station,2016-12-01,100330
Toongabbie Station,2017-01-01,91600
Toongabbie Station,2017-02-01,105660
Toongabbie Station,2017-03-01,128500
Toongabbie Station,2017-04-01,104820
Toongabbie Station,2017-05-01,129490
Toongabbie Station,2017-06-01,119620
Toongabbie Station,2017-07-01,118600
Toongabbie Station,2017-08-01,129500
Toongabbie Station,2017-09-01,124910
Toongabbie Station,2017-10-01,129090
Toongabbie Station,2017-11-01,132430
Toongabbie Station,2017-12-01,107360
Toongabbie Station,2018-01-01,106770
Toongabbie Station,2018-02-01,119570
Toongabbie Station,2018-03-01,136730
Toongabbie Station,2018-04-01,119520
Toongabbie Station,2018-05-01,148990
Toongabbie Station,2018-06-01,136170
Toongabbie Station,2018-07-01,138620
Toongabbie Station,2018-08-01,158030
Toongabbie Station,2018-09-01,146330
Toongabbie Station,2018-10-01,150290
Toongabbie Station,2018-11-01,152220
Toongabbie Station,2018-12-01,128330
Toongabbie Station,2019-01-01,127490
Toongabbie Station,2019-02-01,137280
Toongabbie Station,2019-03-01,163430
Toongabbie Station,2019-04-01,149120
Toongabbie Station,2019-05-01,171120
Toongabbie Station,2019-06-01,153720
Toongabbie Station,2019-07-01,167700
Toongabbie Station,2019-08-01,168960
Toongabbie Station,2019-09-01,167620
Toongabbie Station,2019-10-01,172940
Toongabbie Station,2019-11-01,165960
Toongabbie Station,2019-12-01,148540
Toongabbie Station,2020-01-01,138260
Toongabbie Station,2020-02-01,150330
Toongabbie Station,2020-03-01,120530
Toongabbie Station,2020-04-01,36850
Toongabbie Station,2020-05-01,56470
Toongabbie Station,2020-06-01,77220
Toongabbie Station,2020-07-01,80470
Toongabbie Station,2020-08-01,76290
Toongabbie Station,2020-09-01,82540
Toongabbie Station,2020-10-01,86730
Toongabbie Station,2020-11-01,84880
Toongabbie Station,2020-12-01,84250
Toongabbie Station,2021-01-01,68430
Toongabbie Station,2021-02-01,88180
Toongabbie Station,2021-03-01,98480
Toongabbie Station,2021-04-01,96540
Toongabbie Station,2021-05-01,100090
Toongabbie Station,2021-06-01,86330
Toongabbie Station,2021-07-01,34090
Toongabbie Station,2021-08-01,24510
Toongabbie Station,2021-09-01,27790
Toongabbie Station,2021-10-01,49070
Toongabbie Station,2021-11-01,72380
Toongabbie Station,2021-12-01,68220
Toongabbie Station,2022-01-01,48380
Toongabbie Station,2022-02-01,65870
Toongabbie Station,2022-03-01,74460
Toongabbie Station,2022-04-01,79770
Toongabbie Station,2022-05-01,92890
Toongabbie Station,2022-06-01,95530
Toongabbie Station,2022-07-01,82690
Toongabbie Station,2022-08-01,89170
Toongabbie Station,2022-09-01,89940
Toongabbie Station,2022-10-01,95820
Toongabbie Station,2022-11-01,83370
Toongabbie Station,2022-12-01,88380
Toongabbie Station,2023-01-01,87830
Toongabbie Station,2023-02-01,104060
Toongabbie Station,2023-03-01,122480
Toongabbie Station,2023-04-01,99310
Toongabbie Station,2023-05-01,129180
Toongabbie Station,2023-06-01,123440
Toongabbie Station,2023-07-01,116800
Toongabbie Station,2023-08-01,138330
Toongabbie Station,2023-09-01,129150
Toongabbie Station,2023-10-01,131590
Toongabbie Station,2023-11-01,123410
Toongabbie Station,2023-12-01,112580
Toongabbie Station,2024-01-01,109000
Toongabbie Station,2024-02-01,129320
Toongabbie Station,2024-03-01,138410
Toongabbie Station,2024-04-01,117890
Toongabbie Station,2024-05-01,134840
Toongabbie Station,2024-06-01,123230
Toongabbie Station,2024-10-01,136885
Toongabbie Station,2024-11-01,130484
Toongabbie Station,2024-12-01,111965
Toongabbie Station,2025-01-01,99361
Toongabbie Station,2025-02-01,113998
Toongabbie Station,2025-03-01,133586
Toongabbie Station,2025-04-01,124380
Toongabbie Station,2025-05-01,127175
Toongabbie Station,2025-06-01,123734
